SEANCE    ;GROUPE    ;CODE        ;VALEUR          ;OUVERTURE ;CLOTURE    ;PLUS_BAS   ;PLUS_HAUT ;QUANTITE_NEGOCIEE;NB_TRANSACTION ;CAPITAUX 
11/04/2022   ;32        ;TN0003400579;AB DA1/25 300617  ;1.110     ;1.110     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0003600434;ATBDA1/7 09/11/05 ;0.450     ;0.450     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0003600517;ATB Da 1/10 151208;0.280     ;0.280     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0003600616;ATB Da 1/16 161210;0.170     ;0.170     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0003800711;ALKIM Da          ;4.420     ;4.420     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0003800729;ALKIM Da 04       ;4.020     ;4.020     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0003800737;ALK Da 1/10 240603;3.650     ;3.650     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0004000089;SIMPAR Da 1/5     ;13.480    ;13.480    ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0004000105;SIMPA Da1/6 010708;9.630     ;9.630     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0004000121;SIMPA Da1/7 010710;7.220     ;7.220     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0004000147;SIMPA Da1/8 020712;5.610     ;5.610     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0004000154;SIMPA DA2/9 010714;8.170     ;8.170     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0004201042;CIL DA 2007 1/4   ;12.020    ;12.020    ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0004201117;CIL Da 1/5 301208 ;8.020     ;8.020     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0004201216;CIL Da 1/3 110610 ;10.020    ;10.020    ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0004201281;CIL Da 1/4 030611 ;6.010     ;6.010     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0004700266;ATL Da 1/5 290808 ;0.730     ;0.730     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0004700472;ATL Da 2/17 261112;0.380     ;0.380     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0005030028;STIP Da1/10 0703  ;0.360     ;0.360     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0005700034;PGH Da 2/25 230611;0.920     ;0.920     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006440028;MAG GEN Da 1/2    ;7.070     ;7.070     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006530059;SOTETEL Da1/6     ;0.820     ;0.820     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006530067;SOT Da 1/5  010102;0.820     ;0.820     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006530075;SOT Da 1/5 010703 ;0.690     ;0.690     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006530083;SOT Da 1/10 150704;0.310     ;0.310     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006530091;SOT Da1/22  010906;0.140     ;0.140     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006560023;SOTUVER Da 1/24   ;1.180     ;1.180     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006560049;STV Da 1/25 010700;1.090     ;1.090     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006560064;SOTUVER Da 3/34   ;2.200     ;2.200     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006560098;STV02 3/10 010102 ;5.760     ;5.760     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006560148;STV Da10/31 160712;4.680     ;4.680     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006560155;SOTUV Da1/7 180713;1.810     ;1.810     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006560189;SOTUV DA3/41 10714;0.870     ;0.870     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006560197;STV DA 3/40 200715;0.830     ;0.830     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006560221;STV DA2/23 4122017;0.840     ;0.840     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006560247;SOTUV DA7/32 91020;1.600     ;1.600     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006580021;MGR Da1/3 050710  ;2.050     ;2.050     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006580039;MGR DA 1/10 201217;0.550     ;0.550     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006590020;SIAME Da5/11      ;2.810     ;2.810     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006590061;SIAME Da1/10      ;0.560     ;0.560     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006590087;SIAME Da1/8       ;0.620     ;0.620     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006590103;SIAM Da1/25 280704;0.190     ;0.190     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006590111;SIAM DA1/10 160721;0.390     ;0.390     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006610141;ATTIJARI LS ROMPU ;12.380    ;12.380    ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006610448;TJL DA 3/17 210717;2.870     ;2.870     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006650022;ELECTROSTAR Da 1/6;0.160     ;0.160     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006660021;STPIL Da1/10 0703 ;2.600     ;2.600     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006660039;STPILDA0807 1/10  ;2.360     ;2.360     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006660047;STPIL Da1/25301208;0.910     ;0.910     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006660054;STPIL Da1/20 02712;1.080     ;1.080     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006660062;STPIL Da1/33 01713;0.640     ;0.640     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006660070;STPIL DA1/17 20614;1.170     ;1.170     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006660088;STPL DA1/32 180615;0.600     ;0.600     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006660096;STPIL DA1/39 01716;0.480     ;0.480     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006660104;STPILDA1/56 300617;0.320     ;0.320     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006660112;STPILDA1/39 290618;0.420     ;0.420     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006720072;ML DA 1/4 250515  ;0.640     ;0.640     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006780027;SOMOC Da 1/7 0803 ;0.210     ;0.210     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006780043;SOMOC Da 1/10 0708;0.130     ;0.130     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006780050;SOMOC Da 1/20 2007;0.060     ;0.060     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006780068;SOMC Da1/10 261211;0.110     ;0.110     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006780076;SOMC Da1/45 211212;0.020     ;0.020     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006780084;SOMC Da2/35 231213;0.060     ;0.060     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006780092;SOMC DA3/37 250814;0.080     ;0.080     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0006780100;SOM DA 1/23 201015;0.040     ;0.040     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007130024;GIF DA 1/10 2008  ;0.080     ;0.080     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007130032;GIF Da 1/11 160209;0.060     ;0.060     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007130040;GIF Da 1/4 200711 ;0.140     ;0.140     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007130057;GIF Da 1/5 101212 ;0.090     ;0.090     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007130065;GIF Da27/1000 8713;0.010     ;0.010     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007130073;GIF DA4/237 270415;0.010     ;0.010     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007130081;GIF DA5/429 310715;0.010     ;0.010     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007140031;ASSDa1/9(01/07/05);0.640     ;0.640     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007140049;ASSAD Da1/4 150609;1.160     ;1.160     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007140056;ASS Da 1/10 020610;0.420     ;0.420     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007140064;ASS Da 1/22 200611;0.180     ;0.180     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007140072;ASS Da 1/23 010812;0.170     ;0.170     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007180037;SITSDa1/9 28/03/07;0.220     ;0.220     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007200132;WIFAK DA1/2 121015;0.550     ;0.550     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007210032;SOKNA Da1/5 020712;0.830     ;0.830     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007210040;SOKNA Da2/5 010714;1.180     ;1.180     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007250020;ADWYA DA 1/10 2007;1.050     ;1.050     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007250046;ADWYA Da 1/5 90812;1.740     ;1.740     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007250053;ADWYA DA1/5 040814;1.450     ;1.450     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007250061;ADWA DA1/12 311215;0.560     ;0.560     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007250079;ADWYA DA1/8 071116;0.740     ;0.740     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007250087;ADW DA 1/15 310717;0.370     ;0.370     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007250095;ADW DA 1/22 310718;0.240     ;0.240     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007270036;Da TPR 11/149 2006;0.620     ;0.620     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007270044;TPR Da 1/8 200509 ;0.930     ;0.930     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007270051;TPR Da 1/36 250510;0.200     ;0.200     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007270069;TPR Da 5/37 150611;0.860     ;0.860     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007270077;TPR Da 1/21 250612;0.290     ;0.290     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007270085;TPR Da 1/44 250613;0.140     ;0.140     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007270093;TPR  DA 1/9 260716;0.600     ;0.600     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007290034;SOPATDa1/20 010708;0.080     ;0.080     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007290059;SOPATDa1/10 140213;0.140     ;0.140     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007290109;SOPAT NS j01012019;0.930     ;0.930     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007300023;ARTES Da1/4 230712;2.940     ;2.940     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007300031;ARTES Da1/5 040313;1.960     ;1.960     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007310378;HL DA 1/10 180817 ;0.510     ;0.510     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007310519;HL DA37/100 090720;1.150     ;1.150     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007400039;CC Da 1/52 201210 ;0.030     ;0.030     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007440035;TLN DA 1/10 010719;0.870     ;0.870     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007510035;LNDOR DA1/32 80617;0.320     ;0.320     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007540032;NBL Da1/45 161213 ;0.210     ;0.210     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007540040;NBL DA 1/10 280717;0.810     ;0.810     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007550023;CITY DA1/3 230919 ;4.640     ;4.640     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007570021;ECYCL DA1/2 010616;20.530    ;20.530    ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007570039;ECYC DA1/10 010719;3.360     ;3.360     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007610025;SAH DA 1/7 050814 ;2.490     ;2.490     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007610033;SAH DA 1/20 050914;0.830     ;0.830     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007610041;SAH Da 1/5 230615 ;2.770     ;2.770     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007610058;SAH DA 1/14 250117;0.920     ;0.920     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007610066;SAH DA 1/17 070717;0.720     ;0.720     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007610074;SAH DA 1/14 131217;0.810     ;0.810     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007610082;SAH DA 1/14 010818;0.760     ;0.760     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007610090;SAH DA 1/18 031218;0.560     ;0.570     ;0.570     ;0.570     ;8                 ;1              ;4.560
11/04/2022   ;32        ;TN0007620032;MPBS DA1/10 070717;0.620     ;0.620     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007620040;MPBS DA1/20 050718;0.290     ;0.290     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007620057;MPBS DA1/10 100719;0.500     ;0.500     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007620065;MPBS DA1/17 100820;0.280     ;0.280     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007700032;PLAST DA1/4 161216;0.520     ;0.520     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007700065;PLA DA3/100 231020;0.050     ;0.050     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007700081;PLA DA7/103 190721;0.110     ;0.110     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007720022;UMED D76/509 26716;1.390     ;1.390     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007720030;UMD DA11/117 40817;0.780     ;0.780     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007740020;SAM DA 1/10 280717;0.480     ;0.480     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN0007740038;SAM DA 1/5 300920 ;0.680     ;0.680     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;32        ;TN7F9QE5NT90;OTH DA1/2 181121  ;4.140     ;4.140     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;33        ;TN0007680044;AMI DA 1/4 110817 ;0.860     ;0.860     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;33        ;TN0007680051;AMI DA27/35 241120;1.500     ;1.500     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;99        ;TN0001200401;TUNISAIR          ;0.540     ;0.540     ;0.540     ;0.540     ;4938              ;7              ;2666.520
11/04/2022   ;99        ;TN0001500859;AMS               ;1.200     ;1.200     ;1.200     ;1.200     ;2271              ;4              ;2725.200
11/04/2022   ;99        ;TN0003800703;ALKIMIA           ;36.500    ;36.500    ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;99        ;TN0006650014;ELECTROSTAR       ;0.940     ;0.930     ;0.930     ;0.930     ;300               ;2              ;279.000
11/04/2022   ;99        ;TN0006670012;SIPHAT            ;3.690     ;3.690     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;99        ;TN0007130016;GIF-FILTER        ;0.440     ;0.450     ;0.450     ;0.450     ;12223             ;13             ;5500.350
11/04/2022   ;99        ;TN0007140015;ASSAD             ;1.420     ;1.400     ;1.400     ;1.430     ;5350              ;21             ;7506.110
11/04/2022   ;99        ;TN0007340011;SERVICOM          ;1.280     ;1.230     ;1.230     ;1.230     ;3273              ;9              ;4025.790
11/04/2022   ;99        ;TN0007500010;AETECH            ;1.010     ;0.970     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;99        ;TN0007590011;CELLCOM           ;4.640     ;4.640     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;99        ;TN0007650013;TAWASOL GP HOLDING;0.730     ;0.730     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;99        ;TN0007660012;MAGHREB INTERN PUB;0.180     ;0.180     ;0.000     ;0.000     ;0                 ;0              ;0.000
11/04/2022   ;99        ;TN0007690019;UADH              ;0.430     ;0.420     ;0.420     ;0.420     ;18360             ;38             ;7711.200
11/04/2022   ;99        ;TN0007730013;SANIMED           ;2.370     ;2.370     ;0.000     ;0.000     ;0                 ;0              ;0.000
12/04/2022   ;11        ;TN0001100254;SFBT              ;16.900    ;16.850    ;16.700    ;16.900    ;20392             ;48             ;342738.790
12/04/2022   ;11        ;TN0001600154;ATTIJARI BANK     ;33.000    ;33.000    ;32.000    ;33.000    ;2487              ;23             ;81885.900
12/04/2022   ;11        ;TN0001800457;BIAT              ;67.350    ;68.000    ;67.350    ;68.200    ;32762             ;122            ;2228312.930
12/04/2022   ;11        ;TN0001900604;BH BANK           ;10.280    ;10.200    ;10.180    ;10.450    ;19681             ;39             ;201712.590
12/04/2022   ;11        ;TN0002200053;BT                ;6.030     ;6.030     ;6.030     ;6.030     ;6439              ;12             ;38827.170
12/04/2022   ;11        ;TN0002600955;STB               ;3.360     ;3.480     ;3.300     ;3.480     ;52746             ;96             ;177556.050
12/04/2022   ;11        ;TN0003100609;BNA               ;8.900     ;9.070     ;8.860     ;9.070     ;11631             ;42             ;105162.690
12/04/2022   ;11        ;TN0003200755;ICF               ;82.000    ;80.520    ;80.520    ;82.000    ;275               ;24             ;22299.910
12/04/2022   ;11        ;TN0003400058;AMEN BANK         ;23.380    ;23.000    ;23.000    ;23.580    ;2256              ;25             ;52887.000
12/04/2022   ;11        ;TN0003600350;ATB               ;2.140     ;2.120     ;2.120     ;2.140     ;1755              ;7              ;3725.600
12/04/2022   ;11        ;TN0003900107;UIB               ;14.390    ;14.630    ;14.310    ;14.630    ;3969              ;14             ;57293.120
12/04/2022   ;11        ;TN0004700100;ATL               ;2.500     ;2.460     ;2.460     ;2.490     ;11150             ;17             ;27656.650
12/04/2022   ;11        ;TN0005700018;POULINA GP HOLDING;10.000    ;9.990     ;9.700     ;9.990     ;1687              ;10             ;16452.790
12/04/2022   ;11        ;TN0006530018;SOTETEL           ;2.780     ;2.770     ;2.740     ;2.770     ;2128              ;6              ;5868.620
12/04/2022   ;11        ;TN0006560015;SOTUVER           ;7.360     ;7.480     ;7.370     ;7.480     ;19282             ;55             ;142896.660
12/04/2022   ;11        ;TN0006580013;SOTUMAG           ;4.900     ;4.930     ;4.900     ;4.950     ;1150              ;12             ;5640.860
12/04/2022   ;11        ;TN0006590012;SIAME             ;3.900     ;3.850     ;3.800     ;3.850     ;4571              ;21             ;17474.280
12/04/2022   ;11        ;TN0006610018;ATTIJARI LEASING  ;13.210    ;13.500    ;13.380    ;13.500    ;605               ;8              ;8126.840
12/04/2022   ;11        ;TN0006660013;SOTRAPIL          ;13.490    ;13.490    ;13.490    ;13.490    ;200               ;2              ;2698.000
12/04/2022   ;11        ;TN0006780019;SOMOCER           ;0.860     ;0.860     ;0.840     ;0.860     ;11393             ;34             ;9595.120
12/04/2022   ;11        ;TN0007250012;ADWYA             ;5.000     ;4.970     ;4.900     ;4.990     ;3531              ;12             ;17419.330
12/04/2022   ;11        ;TN0007270010;TPR               ;4.380     ;4.380     ;4.380     ;4.380     ;3                 ;1              ;13.140
12/04/2022   ;11        ;TN0007290018;SOPAT             ;1.430     ;1.430     ;0.000     ;0.000     ;0                 ;0              ;0.000
12/04/2022   ;11        ;TN0007300015;ARTES             ;7.050     ;7.120     ;7.120     ;7.120     ;803               ;5              ;5717.360
12/04/2022   ;11        ;TN0007400013;CARTHAGE CEMENT   ;1.330     ;1.320     ;1.320     ;1.340     ;78369             ;56             ;104020.110
12/04/2022   ;11        ;TN0007410012;ENNAKL AUTOMOBILES;11.000    ;11.000    ;11.000    ;11.000    ;70                ;4              ;770.000
12/04/2022   ;11        ;TN0007440019;TELNET HOLDING    ;8.290     ;8.280     ;8.200     ;8.290     ;618               ;5              ;5101.690
12/04/2022   ;11        ;TN0007510019;LAND OR           ;8.990     ;8.990     ;0.000     ;0.000     ;0                 ;0              ;0.000
12/04/2022   ;11        ;TN0007530017;ONE TECH HOLDING  ;8.270     ;8.250     ;8.120     ;8.280     ;2997              ;22             ;24570.330
12/04/2022   ;11        ;TN0007540016;NEW BODY LINE     ;6.410     ;6.440     ;6.440     ;6.440     ;13                ;3              ;83.720
12/04/2022   ;11        ;TN0007550015;CITY CARS         ;12.480    ;12.390    ;12.390    ;12.390    ;600               ;7              ;7434.000
12/04/2022   ;11        ;TN0007570013;EURO-CYCLES       ;31.000    ;30.990    ;30.900    ;31.200    ;10555             ;48             ;327153.940
12/04/2022   ;11        ;TN0007610017;SAH               ;9.700     ;9.790     ;9.650     ;9.790     ;16849             ;38             ;163276.370
12/04/2022   ;11        ;TN0007620016;MPBS              ;4.660     ;4.660     ;0.000     ;0.000     ;0                 ;0              ;0.000
12/04/2022   ;11        ;TN0007630015;SOTIPAPIER        ;5.900     ;5.890     ;5.800     ;5.920     ;1455              ;10             ;8440.050
12/04/2022   ;11        ;TN0007670011;DELICE HOLDING    ;15.490    ;15.500    ;15.280    ;15.500    ;3615              ;17             ;56013.300
12/04/2022   ;11        ;TN0007720014;UNIMED            ;7.380     ;7.380     ;7.380     ;7.380     ;350               ;1              ;2583.000
12/04/2022   ;11        ;TN0007740012;ATELIER MEUBLE INT;3.180     ;3.180     ;3.180     ;3.180     ;150               ;3              ;477.000
12/04/2022   ;11        ;TNNGTFLC2986;STA               ;18.000    ;18.000    ;17.990    ;18.150    ;4476              ;32             ;80590.800
12/04/2022   ;11        ;TNQPQXRODTH8;SMART TUNISIE     ;25.250    ;25.250    ;25.250    ;25.500    ;3625              ;28             ;92005.060
12/04/2022   ;12        ;TN0001000108;MONOPRIX          ;3.890     ;4.120     ;3.890     ;4.120     ;6504              ;24             ;26105.180
12/04/2022   ;12        ;TN0001300557;BTE (ADP)         ;6.900     ;6.590     ;6.590     ;6.590     ;914               ;7              ;6023.260
12/04/2022   ;12        ;TN0001400704;SPDIT - SICAF     ;8.700     ;8.400     ;8.400     ;8.400     ;30                ;2              ;252.000
12/04/2022   ;12        ;TN0002100907;TUNISIE LEASING F ;9.000     ;8.900     ;8.900     ;8.900     ;120               ;3              ;1068.000
12/04/2022   ;12        ;TN0002300358;AIR LIQUIDE TSIE  ;94.950    ;94.940    ;94.940    ;94.940    ;11                ;1              ;1044.340
12/04/2022   ;12        ;TN0002400505;UBCI              ;22.100    ;22.100    ;0.000     ;0.000     ;0                 ;0              ;0.000
12/04/2022   ;12        ;TN0002500650;PLAC. TSIE-SICAF  ;44.160    ;44.160    ;0.000     ;0.000     ;0                 ;0              ;0.000
12/04/2022   ;12        ;TN0003000452;ASTREE            ;57.430    ;57.430    ;0.000     ;0.000     ;0                 ;0              ;0.000
12/04/2022   ;12        ;TN0004000055;SIMPAR            ;34.000    ;34.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
12/04/2022   ;12        ;TN0004100202;TUNINVEST-SICAR   ;8.400     ;8.400     ;0.000     ;0.000     ;0                 ;0              ;0.000
12/04/2022   ;12        ;TN0004200853;CIL               ;19.700    ;19.700    ;19.700    ;19.700    ;2                 ;1              ;39.400
12/04/2022   ;12        ;TN0005030010;STIP              ;3.700     ;3.830     ;3.830     ;3.830     ;7                 ;2              ;26.810
12/04/2022   ;12        ;TN0006060016;STAR              ;116.500   ;116.500   ;112.520   ;116.500   ;69                ;4              ;8034.520
12/04/2022   ;12        ;TN0006440010;MAGASIN GENERAL   ;12.430    ;12.430    ;0.000     ;0.000     ;0                 ;0              ;0.000
