SEANCE    ;GROUPE    ;CODE        ;VALEUR          ;OUVERTURE ;CLOTURE    ;PLUS_BAS   ;PLUS_HAUT ;QUANTITE_NEGOCIEE;NB_TRANSACTION ;CAPITAUX 
03/01/2022   ;11        ;TN0007290018;SOPAT             ;1.300     ;1.360     ;1.350     ;1.360     ;158               ;7              ;214.870
03/01/2022   ;11        ;TN0007300015;ARTES             ;6.180     ;6.180     ;6.150     ;6.180     ;139482            ;13             ;857814.450
03/01/2022   ;11        ;TN0007400013;CARTHAGE CEMENT   ;1.320     ;1.300     ;1.290     ;1.320     ;7205              ;20             ;9389.850
03/01/2022   ;11        ;TN0007410012;ENNAKL AUTOMOBILES;12.300    ;12.300    ;12.300    ;12.300    ;3002              ;29             ;36924.600
03/01/2022   ;11        ;TN0007440019;TELNET HOLDING    ;8.430     ;8.400     ;8.250     ;8.490     ;188               ;8              ;1574.030
03/01/2022   ;11        ;TN0007510019;LAND OR           ;8.800     ;8.800     ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;11        ;TN0007530017;ONE TECH HOLDING  ;8.670     ;8.840     ;8.670     ;8.900     ;3660              ;26             ;32345.680
03/01/2022   ;11        ;TN0007540016;NEW BODY LINE     ;5.480     ;5.800     ;5.500     ;5.800     ;24644             ;86             ;141691.120
03/01/2022   ;11        ;TN0007550015;CITY CARS         ;11.000    ;11.220    ;11.220    ;11.230    ;205               ;4              ;2302.120
03/01/2022   ;11        ;TN0007570013;EURO-CYCLES       ;32.440    ;32.010    ;32.010    ;32.790    ;1339              ;22             ;43305.950
03/01/2022   ;11        ;TN0007610017;SAH               ;11.180    ;10.900    ;10.900    ;11.180    ;4024              ;23             ;44236.500
03/01/2022   ;11        ;TN0007620016;MPBS              ;5.200     ;5.180     ;5.180     ;5.250     ;2494              ;9              ;12919.990
03/01/2022   ;11        ;TN0007630015;SOTIPAPIER        ;5.680     ;5.710     ;5.710     ;5.710     ;10                ;1              ;57.100
03/01/2022   ;11        ;TN0007670011;DELICE HOLDING    ;15.000    ;15.000    ;15.000    ;15.000    ;1900              ;9              ;28500.000
03/01/2022   ;11        ;TN0007720014;UNIMED            ;7.410     ;7.290     ;7.200     ;7.440     ;12743             ;23             ;92953.240
03/01/2022   ;11        ;TN0007740012;ATELIER MEUBLE INT;2.800     ;2.800     ;2.700     ;2.830     ;378               ;6              ;1053.050
03/01/2022   ;11        ;TNQPQXRODTH8;SMART TUNISIE     ;27.100    ;27.000    ;26.700    ;27.100    ;13649             ;55             ;367770.060
03/01/2022   ;12        ;TN0001000108;MONOPRIX          ;4.650     ;4.650     ;4.650     ;4.650     ;744               ;3              ;3459.600
03/01/2022   ;12        ;TN0001300557;BTE (ADP)         ;7.330     ;7.330     ;7.330     ;7.330     ;726               ;2              ;5321.580
03/01/2022   ;12        ;TN0001400704;SPDIT - SICAF     ;8.470     ;8.700     ;8.700     ;8.700     ;2                 ;1              ;17.400
03/01/2022   ;12        ;TN0002100907;TUNISIE LEASING F ;9.050     ;9.050     ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;12        ;TN0002300358;AIR LIQUIDE TSIE  ;102.720   ;101.500   ;101.500   ;101.500   ;29                ;1              ;2943.500
03/01/2022   ;12        ;TN0002400505;UBCI              ;19.800    ;19.800    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;12        ;TN0002500650;PLAC. TSIE-SICAF  ;44.140    ;44.140    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;12        ;TN0003000452;ASTREE            ;56.200    ;56.200    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;12        ;TN0004000055;SIMPAR            ;35.000    ;35.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;12        ;TN0004100202;TUNINVEST-SICAR   ;11.880    ;11.880    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;12        ;TN0004200853;CIL               ;17.250    ;17.250    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;12        ;TN0005030010;STIP              ;2.500     ;2.500     ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;12        ;TN0006060016;STAR              ;121.990   ;121.990   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;12        ;TN0006440010;MAGASIN GENERAL   ;16.630    ;16.630    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;12        ;TN0006550016;BH ASSURANCE      ;47.500    ;47.500    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;12        ;TN0006720049;BH LEASING        ;1.450     ;1.500     ;1.500     ;1.500     ;422               ;2              ;633.000
03/01/2022   ;12        ;TN0007180011;SITS              ;2.330     ;2.330     ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;12        ;TN0007200017;WIFACK INT BANK   ;7.300     ;6.980     ;6.980     ;6.980     ;500               ;2              ;3490.000
03/01/2022   ;12        ;TN0007210016;ESSOUKNA          ;2.060     ;1.970     ;1.970     ;1.970     ;6779              ;4              ;13354.630
03/01/2022   ;12        ;TN0007310139;HANNIBAL LEASE    ;2.910     ;2.910     ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;12        ;TN0007350010;CIMENTS DE BIZERTE;2.180     ;2.090     ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;12        ;TN0007380017;TUNIS RE          ;7.140     ;7.140     ;7.140     ;7.140     ;264               ;1              ;1884.960
03/01/2022   ;12        ;TN0007580012;BEST LEASE        ;2.380     ;2.280     ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;12        ;TN0007600018;SOTEMAIL          ;3.050     ;3.050     ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;12        ;TN0007640014;CEREALIS          ;9.000     ;9.000     ;9.000     ;9.000     ;900               ;6              ;8100.000
03/01/2022   ;12        ;TN0007700016;OFFICEPLAST       ;1.720     ;1.680     ;1.680     ;1.680     ;50                ;2              ;84.000
03/01/2022   ;12        ;TN0007830011;ASSUR MAGHREBIA   ;63.880    ;63.880    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;13        ;TN0004300307;SITEX             ;6.090     ;6.090     ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;13        ;TN0006170013;STE TUN. DU SUCRE ;8.140     ;8.140     ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;13        ;TN0007680010;ASS MULTI ITTIHAD ;2.020     ;2.000     ;2.000     ;2.000     ;3973              ;11             ;7946.000
03/01/2022   ;21        ;TN0001300607;BTE0930 5.85%AP20 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001300623;BTE0232 6.25%P20  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001300656;BTEB0124 7.55%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001300664;BTE A0125 11% AP5 ;99.750    ;99.750    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001300672;BTEA0125 T+2.75%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001300680;"BTEB0127 11,5%P7-2";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001300698;"BTEB0127T+3,25P7-2";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001600493;TJARISB05247.5P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001900836;BH1224 T+0.8%P15-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001900844;BH1224 5.3%P15-2  ;95.000    ;95.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001900950;BHSB0523 7.5%AP7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001901024;BHS A0423 7.7% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001901032;BHS A0423 T+2% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001901040;BHSB0425 7.85%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001901057;BHSB0425T+2.1%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001901065;BHS C0425 8% INF 7;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001901073;BH SA0324 10% AP5 ;104.500   ;104.500   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001901081;BH SA0324 T+2.1AP5;102.000   ;102.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001901099;BHSB0324 10.2%INF5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001901107;BHSB0324T+2.3%INF5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001901115;BH SC0326 10.3P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0001901123;BH SC0326T+2.6P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002101897;TLB0323 7.75% P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002101913;TLB0423 7.75% P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002101939;TLSB0324 7.85%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002101962;TLS B0624 7.8%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002101970;TLS A0223 7.95%AP5;99.180    ;99.180    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002101988;TLSB0225 8.20%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002101996;TL A 0523 7.95%AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002102002;TL A0523 T+2.3%AP5;100.340   ;100.340   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002102010;TL B0525 8.2% P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002102069;TLFSA 0124 10.6%P5;99.400    ;99.400    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002102077;TLFSA 0124T+2.7%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002102085;TLFSB 0126 11%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002102093;TLFSB 0126T+3%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002102101;TL A 0624 11.4%AP5;100.480   ;100.480   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002102119;TL A0624 T+2.7%AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002102127;TL B0626 11.7%P7-2;102.630   ;102.630   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002102135;TLS 0525 11.6% AP5;106.000   ;106.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002102143;"TLS S0126 10,25%P5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002102150;TLFA0426 9.70%AP5 ;100.000   ;100.000   ;100.000   ;100.000   ;15000             ;1              ;1606035.616
03/01/2022   ;21        ;TN0002600997;STB0524 T+1.5%AP16;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002601003;STB0528T+1.75%AP20;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002601011;STB0533 T+2.0%AP25;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002601029;STB0225 6.5%AP16  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002601045;STB0325 5.30%P15  ;94.500    ;94.500    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002601144;STB SA1124 10.5%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002601151;STB SA1124T+2.3%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002601169;STB SC1126 11%P7-2;105.000   ;105.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002601177;STBSC1126T+2.8P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002601185;"STBSD1126 11,5%IF7";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002601193;"STBSE1124 11,5%CU5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002601201;STB SA0425 10.5%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002601219;STB SC0427 11%P7-2;106.000   ;106.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0002601227;"STBSE0425 11,3%CU5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003100674;BNA0424 5.4%AP15  ;95.900    ;95.900    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003100716;BNASB0524 7.55P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003100757;BNASA0823 8.25%AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003100765;BNASA0823 T+2% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003100773;BNASB0825 8.5%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003100781;BNASB825T+2.25P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003400322;AB0523 6.5%AP15   ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003400330;AB0528 7.0%AP20   ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003400348;ABsb0924 5.45%P15 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003400355;ABsb0924 T+0.85P15;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003400405;AB0825 T+0.85%AP15;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003400538;ABSB1123 7.5%AP7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003400553;ABSB0424 7.55AP7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003400561;AB SC0424 7.7%INF7;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003400652;AB SA0226 9% AP5PP;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003400660;"AB SB0226 9,2% AP5";99.660    ;99.660    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003400678;"ABSC0228 9,4%AP7-2";100.500   ;100.500   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003400686;AB SA0428T+2.7P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003400694;AB SB0431T+2.8AP10;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003600483;ATB0523T+1.25%AP16;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003600491;ATB0527T+1.75%AP20;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003600509;ATB0532T+2.0%AP25 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003600574;ATB0524 5.7%P15-5 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003600582;ATB0529 5.9%P20-5 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003600640;ATBSA325T+2.05P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003600657;ATBSB0328T+2.1AP10;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003900230;UIB0724 5.5%AP15  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003900248;UIB0729 5.85%AP20 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003900263;UIB0831 6.3%P20   ;87.060    ;87.060    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003900297;UIB0123 6.40% AP10;99.000    ;99.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003900305;UIB0133 6.70% AP20;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0003900388;UBSB0124 7.5%AP7-2;99.400    ;99.400    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004201448;CIL 0323 7.95% AP5;99.600    ;99.600    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004201455;CIL 0124 10.6% AP5;98.970    ;98.970    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004201463;CIL 0124 T+2.5% P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004201471;CIL 0625 10.5% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004620134;BTK0225 T+0.8%P15 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004620142;BTK0230 5.85%P20  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004700654;ATLC0223 7.75%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004700670;ATLC0623 7.75%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004700704;ATLC0324 7.8%AP7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004700712;ATL S1024 7.9%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004700720;ATL A0323 7.65%AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004700738;ATLB0323T+2.35%AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004700746;ATLC0325 7.95%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004700753;ATL A0723 8.3% AP5;100.010   ;100.010   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004700761;ATL B0723T+2.2%AP5;100.510   ;100.510   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004700779;ATL C0725 8.5%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004700803;ATL A1224 11.6%AP5;100.750   ;100.750   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0004700811;ATL A1025 10.30%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0005260120;MXA 0623 7.85%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0005260138;MXB 0623 7.85%P7-2;99.800    ;99.800    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0005260146;MXC 0623 7.85%P7-2;99.800    ;99.800    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0005260153;MXD 0623 7.85%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0006610414;JL B0723 7.75%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0006610430;JL C0324 7.85%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0006610471;JL A1222 7.75% AP5;98.830    ;98.830    ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0006610489;JLB1222T+2.35% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0006610497;JL C1224 7.9% P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0006610505;TJLS A0623 8.2%AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0006610513;TJLSB0623T+2.3%AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0006610521;TJLSC0625 8.35P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0006610539;TJL A 0624 11% AP5;101.150   ;101.150   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0006610547;TJL B0624T+2.75%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0006610554;TJL S1125 10.25%P5;101.100   ;101.100   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0006720114;ML S A 0423 8% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0006720122;ML SA0423 T+2.3%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0006720130;MLSB0425 8.25%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0007190150;UNIFAA1123 9.25%P5;100.910   ;100.910   ;0.000     ;0.000     ;0                 ;0              ;0.000
03/01/2022   ;21        ;TN0007190168;UNIFAB1123T+2.5%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
