SEANCE    ;GROUPE    ;CODE        ;VALEUR          ;OUVERTURE ;CLOTURE    ;PLUS_BAS   ;PLUS_HAUT ;QUANTITE_NEGOCIEE;NB_TRANSACTION ;CAPITAUX 
05/04/2024   ;32        ;TN0001100312;SFBTDa1/2(11/4/02);45.710    ;45.710    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001100320;SFBT Da 1/12 2006 ;7.030     ;7.030     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001100338;SFBT DA2007 1/13  ;6.030     ;6.030     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001100346;SFBT Da5/56 120510;6.420     ;6.420     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001100353;SFBT Da5/61 300311;5.450     ;5.450     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001100361;SFBT Da10/66 03712;8.750     ;8.750     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001100387;SFBT Da1/19 280513;2.890     ;2.890     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001100403;SFBT DA 1/8 200514;6.090     ;6.090     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001100411;SFBT DA 1/6 120515;6.970     ;6.970     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001100429;SFBT DA 1/7 040516;5.220     ;5.220     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001100437;SFBT DA1/10 040517;3.320     ;3.320     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001100445;SFBT DA 1/4 300418;6.650     ;6.650     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001100452;SFBT DA 1/5 130519;4.430     ;4.430     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001100460;SFBT DA 1/4 200720;4.300     ;4.300     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001200419;TUNISAIR - Da 01  ;0.630     ;0.630     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001200468;TUNISAIR - Da 04  ;0.070     ;0.070     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001200476;TAIR Da1/10 010799;0.070     ;0.070     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001200492;TAIR Da1/10 030700;0.060     ;0.060     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001200518;TUNISAIR Da 1/10  ;0.060     ;0.060     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001200534;TAIR Da1/22 310806;0.020     ;0.020     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001200542;TAIR Da 1/5 010908;0.090     ;0.090     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001200567;TAIR Da1/11 170709;0.040     ;0.040     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001400720;SPDIT Da 1/24 3512;0.580     ;0.580     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001600162;TJARI - (Da)      ;4.080     ;4.080     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001600261;TJARI -  Da39     ;2.620     ;2.620     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001600501;TJARIDA1/40 250518;1.600     ;1.600     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001800465;BIAT Da32 4/60    ;7.950     ;7.950     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001800507;BIAT Da36 1/24    ;4.770     ;4.770     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001800622;BIAT DA1/20 290620;5.340     ;5.340     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001900612;BQ HABITAT (Da)   ;1.500     ;1.500     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001900679;BH Da 1/20 150999 ;1.360     ;1.360     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001900711;BH Da1/25 14022000;1.050     ;1.050     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001900778;BHDA 1/15 28052007;1.640     ;1.640     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001900901;BH DA 1/3 270715  ;6.140     ;6.140     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0001900992;BH DA 1/5 171117  ;3.070     ;3.070     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002100915;TUN. LEAS. (Da 10);2.350     ;2.350     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002100956;TLS Da 1/4        ;8.940     ;8.940     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002100980;TLS Da 1/5(021202);5.960     ;5.960     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002101012;TLS Da 1/6(181203);4.260     ;4.260     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002101061;TLS Da 1/7(061204);3.190     ;3.190     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002101152;TLS Da1/55(010307);0.400     ;0.400     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002101210;TLS Da 1/56 030308;0.380     ;0.380     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002101319;TLS Da 1/57 020309;0.370     ;0.370     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002101392;TLS Da 1/68 301209;0.310     ;0.310     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002101400;TLS Da 1/69 010210;0.300     ;0.300     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002101590;TLS Da 3/80 010213;0.740     ;0.740     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002101749;TL DA3/83 10022014;0.690     ;0.040     ;0.040     ;0.040     ;1                 ;1              ;0.040
05/04/2024   ;32        ;TN0002101814;TL DA2/43 02022015;0.850     ;0.700     ;0.700     ;0.700     ;9                 ;2              ;6.300
05/04/2024   ;32        ;TN0002102044;TLS DA1/23 010719 ;0.740     ;0.740     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002200103;BQ DE TSIE - Da   ;3.610     ;3.610     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002200210;Bt Da 3/10 170599 ;11.670    ;11.670    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002200251;BTDa1/7(3/12/01)  ;4.860     ;4.860     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002200319;BT Da 1/2 23052006;11.350    ;11.350    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002200327;BT Da 1/2 10/06/09;7.560     ;7.560     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002200335;BT Da 1/3 280613  ;3.780     ;3.780     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002200343;BT DA 1/5 03062016;1.890     ;1.890     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002200350;BT DA 1/4 04052018;1.890     ;1.890     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300366;AIR LIQ Da1/4 0999;120.340   ;120.340   ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300374;AIR LIQ Da1/6 0601;68.770    ;68.770    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300390;ALQ Da1/6 (160902);58.940    ;58.940    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300408;AIR LIQ Da1/8 0903;39.290    ;39.290    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300416;ALQ Da1/10 7/09/04;28.580    ;28.580    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300424;ALQDa1/12 06/09/05;21.980    ;21.980    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300432;ALQ Da1/12 070906 ;20.290    ;20.290    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300440;ALQ Da 1/12  0907 ;18.730    ;18.730    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300457;AL Da 1/11 030908 ;18.730    ;18.730    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300465;AL Da 1/12 030909 ;15.850    ;15.850    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300473;ALQ Da 1/11 060910;15.850    ;15.850    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300481;ALQ Da 1/11 050911;14.530    ;14.530    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300499;ALQ Da 1/15 030912;9.990     ;9.990     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300507;ALQ Da 1/11 020913;12.490    ;12.490    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300515;ALQ DA 1/12 150914;10.560    ;10.560    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300523;ALQ DA 1/25 070915;4.880     ;4.880     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300531;ALQ DA 1/28 050916;4.200     ;4.200     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300549;ALQ DA 1/31 250917;3.680     ;3.680     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300556;ALQ DA 1/30 161018;3.680     ;3.680     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300564;ALQ DA 1/16 160919;6.230     ;6.230     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002300572;ALQ DA 1/45 201120;2.170     ;2.170     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002400570;UBCI Da 1/6 010900;12.360    ;12.360    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002400646;UBCI Da 3/7 010704;22.240    ;22.240    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002400653;UBCI Da 1/2 150710;17.300    ;17.300    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0002400695;UBCI Da8/33 141013;6.750     ;6.750     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0003000528;AST DA 1/2 140817 ;31.700    ;31.700    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0003100633;BNA Da 1/10 040509;1.140     ;0.800     ;0.800     ;0.800     ;33                ;3              ;26.400
05/04/2024   ;32        ;TN0003100740;BNA DA 1/10 200618;1.040     ;0.800     ;0.800     ;0.800     ;33                ;3              ;26.400
05/04/2024   ;32        ;TN0003100815;BNA DA 1/55 150419;0.190     ;0.150     ;0.150     ;0.150     ;33                ;2              ;4.950
05/04/2024   ;32        ;TN0003400108;AB Da 26 3/37     ;6.460     ;6.460     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0003400116;AB Da 29 3/40     ;5.560     ;5.560     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0003400157;AB Da 34 2/59     ;2.430     ;2.430     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0003400207;AB Da 1/27        ;2.560     ;2.560     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0003400272;ABDA 1/14 11122007;4.610     ;4.610     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0003400371;AB Da 3/37 281209 ;4.840     ;4.840     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0003400454;AB Da 1/10 110613 ;5.430     ;5.430     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0003400512;AB DA1/24 01082016;2.170     ;2.170     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0003400579;AB DA1/25 300617  ;2.000     ;2.000     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0003600434;ATBDA1/7 09/11/05 ;0.450     ;0.450     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0003600517;ATB Da 1/10 151208;0.280     ;0.280     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0003600616;ATB Da 1/16 161210;0.170     ;0.170     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0003800711;ALKIM Da          ;2.810     ;2.810     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0003800729;ALKIM Da 04       ;2.550     ;2.550     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0003800737;ALK Da 1/10 240603;2.320     ;2.320     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0004000089;SIMPAR Da 1/5     ;12.610    ;12.610    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0004000105;SIMPA Da1/6 010708;9.010     ;9.010     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0004000121;SIMPA Da1/7 010710;6.760     ;6.760     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0004000147;SIMPA Da1/8 020712;5.260     ;5.260     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0004000154;SIMPA DA2/9 010714;7.640     ;7.640     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0004201042;CIL DA 2007 1/4   ;18.530    ;18.530    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0004201117;CIL Da 1/5 301208 ;12.360    ;12.360    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0004201216;CIL Da 1/3 110610 ;15.440    ;15.440    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0004201281;CIL Da 1/4 030611 ;9.270     ;9.270     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0004700266;ATL Da 1/5 290808 ;1.020     ;1.020     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0004700472;ATL Da 2/17 261112;0.540     ;0.540     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0005030028;STIP Da1/10 0703  ;0.400     ;0.400     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0005700034;PGH Da 2/25 230611;0.790     ;0.790     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006440028;MAG GEN Da 1/2    ;4.070     ;4.070     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006530059;SOTETEL Da1/6     ;1.170     ;1.170     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006530067;SOT Da 1/5  010102;1.170     ;1.170     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006530075;SOT Da 1/5 010703 ;0.980     ;0.980     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006530083;SOT Da 1/10 150704;0.440     ;0.440     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006530091;SOT Da1/22  010906;0.190     ;0.190     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006560023;SOTUVER Da 1/24   ;2.390     ;2.390     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006560049;STV Da 1/25 010700;2.200     ;2.200     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006560064;SOTUVER Da 3/34   ;4.470     ;4.470     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006560098;STV02 3/10 010102 ;11.690    ;11.690    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006560148;STV Da10/31 160712;9.500     ;9.500     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006560155;SOTUV Da1/7 180713;3.680     ;3.680     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006560189;SOTUV DA3/41 10714;1.760     ;1.760     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006560197;STV DA 3/40 200715;1.680     ;1.680     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006560221;STV DA2/23 4122017;1.790     ;1.790     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006560247;SOTUV DA7/32 91020;3.550     ;3.550     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006580021;MGR Da1/3 050710  ;2.610     ;2.610     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006580039;MGR DA 1/10 201217;0.710     ;0.710     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006590020;SIAME Da5/11      ;2.630     ;2.630     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006590061;SIAME Da1/10      ;0.530     ;0.530     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006590087;SIAME Da1/8       ;0.580     ;0.580     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006590103;SIAM Da1/25 280704;0.180     ;0.180     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006590111;SIAM DA1/10 160721;0.370     ;0.370     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006610141;ATTIJARI LS ROMPU ;15.960    ;15.960    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006610448;TJL DA 3/17 210717;4.020     ;4.020     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006650022;ELECTROSTAR Da 1/6;0.090     ;0.090     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006660021;STPIL Da1/10 0703 ;2.960     ;2.960     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006660039;STPILDA0807 1/10  ;2.690     ;2.690     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006660047;STPIL Da1/25301208;1.040     ;1.040     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006660054;STPIL Da1/20 02712;1.230     ;1.230     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006660062;STPIL Da1/33 01713;0.730     ;0.730     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006660070;STPIL DA1/17 20614;1.330     ;1.330     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006660088;STPL DA1/32 180615;0.680     ;0.680     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006660096;STPIL DA1/39 01716;0.550     ;0.550     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006660104;STPILDA1/56 300617;0.370     ;0.370     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006660112;STPILDA1/39 290618;0.520     ;0.520     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006720072;ML DA 1/4 250515  ;0.720     ;0.720     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006780027;SOMOC Da 1/7 0803 ;0.130     ;0.130     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006780043;SOMOC Da 1/10 0708;0.080     ;0.080     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006780050;SOMOC Da 1/20 2007;0.040     ;0.040     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006780068;SOMC Da1/10 261211;0.070     ;0.070     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006780076;SOMC Da1/45 211212;0.020     ;0.020     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006780084;SOMC Da2/35 231213;0.040     ;0.040     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006780092;SOMC DA3/37 250814;0.050     ;0.050     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0006780100;SOM DA 1/23 201015;0.030     ;0.030     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007130024;GIF DA 1/10 2008  ;0.080     ;0.080     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007130032;GIF Da 1/11 160209;0.070     ;0.070     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007130040;GIF Da 1/4 200711 ;0.150     ;0.150     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007130057;GIF Da 1/5 101212 ;0.100     ;0.100     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007130065;GIF Da27/1000 8713;0.010     ;0.010     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007130073;GIF DA4/237 270415;0.010     ;0.010     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007130081;GIF DA5/429 310715;0.010     ;0.010     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007140031;ASSDa1/9(01/07/05);0.320     ;0.320     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007140049;ASSAD Da1/4 150609;0.580     ;0.580     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007140056;ASS Da 1/10 020610;0.210     ;0.210     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007140064;ASS Da 1/22 200611;0.090     ;0.090     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007140072;ASS Da 1/23 010812;0.080     ;0.080     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007180037;SITSDa1/9 28/03/07;0.190     ;0.190     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007200132;WIFAK DA1/2 121015;0.730     ;0.730     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007210032;SOKNA Da1/5 020712;0.460     ;0.460     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007210040;SOKNA Da2/5 010714;0.650     ;0.650     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007270036;Da TPR 11/149 2006;0.730     ;0.730     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007270044;TPR Da 1/8 200509 ;1.100     ;1.100     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007270051;TPR Da 1/36 250510;0.240     ;0.240     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007270069;TPR Da 5/37 150611;1.020     ;1.020     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007270077;TPR Da 1/21 250612;0.340     ;0.340     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007270085;TPR Da 1/44 250613;0.160     ;0.160     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007270093;TPR  DA 1/9 260716;0.700     ;0.700     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007300023;ARTES Da1/4 230712;2.960     ;2.960     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007300031;ARTES Da1/5 040313;1.970     ;1.970     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007310378;HL DA 1/10 180817 ;0.840     ;0.840     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007310519;HL DA37/100 090720;2.180     ;2.180     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007400039;CC Da 1/52 201210 ;0.040     ;0.040     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007440035;TLN DA 1/10 010719;0.650     ;0.650     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007510035;LNDOR DA1/32 80617;0.230     ;0.230     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007540032;NBL Da1/45 161213 ;0.170     ;0.170     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007540040;NBL DA 1/10 280717;0.710     ;0.710     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007550023;CITY DA1/3 230919 ;5.610     ;5.610     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007570021;ECYCL DA1/2 010616;10.800    ;10.800    ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007570039;ECYC DA1/10 010719;1.860     ;1.860     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007610025;SAH DA 1/7 050814 ;2.900     ;2.900     ;0.000     ;0.000     ;0                 ;0              ;0.000
05/04/2024   ;32        ;TN0007610033;SAH DA 1/20 050914;0.970     ;0.970     ;0.000     ;0.000     ;0                 ;0              ;0.000
