SEANCE    ;GROUPE    ;CODE        ;VALEUR          ;OUVERTURE ;CLOTURE    ;PLUS_BAS   ;PLUS_HAUT ;QUANTITE_NEGOCIEE;NB_TRANSACTION ;CAPITAUX 
02/01/2024   ;11        ;TN0001100254;SFBT              ;12.450    ;12.350    ;12.250    ;12.640    ;8663              ;27             ;106915.730
02/01/2024   ;11        ;TN0001400704;SPDIT - SICAF     ;8.500     ;8.500     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;11        ;TN0001600154;ATTIJARI BANK     ;46.140    ;45.400    ;44.700    ;46.100    ;4186              ;46             ;189589.220
02/01/2024   ;11        ;TN0001800457;BIAT              ;91.900    ;90.850    ;90.200    ;91.200    ;485               ;23             ;43887.300
02/01/2024   ;11        ;TN0001900604;BH BANK           ;11.950    ;11.950    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;11        ;TN0002100907;TUNISIE LEASING F ;13.000    ;12.610    ;12.610    ;12.610    ;50                ;1              ;630.500
02/01/2024   ;11        ;TN0002200053;BT                ;5.380     ;5.360     ;5.350     ;5.400     ;21813             ;46             ;117155.240
02/01/2024   ;11        ;TN0002600955;STB               ;3.740     ;3.590     ;3.590     ;3.720     ;3667              ;10             ;13175.660
02/01/2024   ;11        ;TN0003100609;BNA               ;8.130     ;8.120     ;8.000     ;8.120     ;637               ;4              ;5130.440
02/01/2024   ;11        ;TN0003200755;ICF               ;71.400    ;71.000    ;69.500    ;71.000    ;423               ;18             ;29623.700
02/01/2024   ;11        ;TN0003400058;AMEN BANK         ;33.500    ;33.300    ;32.800    ;33.300    ;1576              ;14             ;51908.800
02/01/2024   ;11        ;TN0003600350;ATB               ;2.700     ;2.730     ;2.690     ;2.750     ;3794              ;11             ;10214.350
02/01/2024   ;11        ;TN0003900107;UIB               ;25.900    ;25.950    ;25.390    ;25.950    ;1225              ;9              ;31229.920
02/01/2024   ;11        ;TN0004700100;ATL               ;3.600     ;3.630     ;3.540     ;3.650     ;225               ;6              ;797.320
02/01/2024   ;11        ;TN0005700018;POULINA GP HOLDING;7.640     ;7.910     ;7.650     ;7.920     ;1252              ;32             ;9840.260
02/01/2024   ;11        ;TN0006530018;SOTETEL           ;3.600     ;3.600     ;3.580     ;3.650     ;1695              ;15             ;6113.000
02/01/2024   ;11        ;TN0006560015;SOTUVER           ;12.000    ;12.000    ;11.800    ;12.200    ;6004              ;29             ;71983.770
02/01/2024   ;11        ;TN0006580013;SOTUMAG           ;5.080     ;5.000     ;5.000     ;5.000     ;2640              ;22             ;13200.000
02/01/2024   ;11        ;TN0006590012;SIAME             ;3.820     ;3.800     ;3.800     ;3.800     ;65                ;2              ;247.000
02/01/2024   ;11        ;TN0006610018;ATTIJARI LEASING  ;16.800    ;16.890    ;16.060    ;17.380    ;6                 ;4              ;99.340
02/01/2024   ;11        ;TN0006660013;SOTRAPIL          ;14.950    ;14.900    ;14.900    ;14.940    ;197               ;7              ;2937.500
02/01/2024   ;11        ;TN0007200017;WIFACK INT BANK   ;8.700     ;8.700     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;11        ;TN0007270010;TPR               ;4.970     ;4.950     ;4.880     ;4.980     ;6146              ;24             ;30379.490
02/01/2024   ;11        ;TN0007300015;ARTES             ;6.500     ;6.450     ;6.410     ;6.490     ;4938              ;17             ;31786.080
02/01/2024   ;11        ;TN0007380017;TUNIS RE          ;7.200     ;7.060     ;7.060     ;7.060     ;724               ;2              ;5111.440
02/01/2024   ;11        ;TN0007400013;CARTHAGE CEMENT   ;1.970     ;1.980     ;1.940     ;1.980     ;53132             ;59             ;104708.570
02/01/2024   ;11        ;TN0007410012;ENNAKL AUTOMOBILES;12.500    ;12.400    ;12.400    ;12.400    ;100               ;2              ;1240.000
02/01/2024   ;11        ;TN0007440019;TELNET HOLDING    ;7.700     ;7.850     ;7.850     ;7.850     ;1                 ;1              ;7.850
02/01/2024   ;11        ;TN0007510019;LAND OR           ;6.000     ;6.050     ;6.000     ;6.050     ;621               ;9              ;3732.000
02/01/2024   ;11        ;TN0007530017;ONE TECH HOLDING  ;8.920     ;8.500     ;8.390     ;8.700     ;32400             ;47             ;272600.160
02/01/2024   ;11        ;TN0007540016;NEW BODY LINE     ;5.300     ;5.200     ;5.200     ;5.200     ;25                ;1              ;130.000
02/01/2024   ;11        ;TN0007550015;CITY CARS         ;12.480    ;12.480    ;12.280    ;12.600    ;808               ;10             ;9966.120
02/01/2024   ;11        ;TN0007570013;EURO-CYCLES       ;15.950    ;15.890    ;15.350    ;16.000    ;3322              ;44             ;52231.300
02/01/2024   ;11        ;TN0007610017;SAH               ;8.000     ;7.990     ;7.900     ;8.000     ;40768             ;116            ;324082.410
02/01/2024   ;11        ;TN0007620016;MPBS              ;5.360     ;5.300     ;5.300     ;5.300     ;555               ;5              ;2941.500
02/01/2024   ;11        ;TN0007630015;SOTIPAPIER        ;5.160     ;5.250     ;5.160     ;5.250     ;712               ;6              ;3675.930
02/01/2024   ;11        ;TN0007670011;DELICE HOLDING    ;11.700    ;11.400    ;11.340    ;11.500    ;1989              ;24             ;22692.150
02/01/2024   ;11        ;TN0007720014;UNIMED            ;7.480     ;7.550     ;7.440     ;7.560     ;5403              ;26             ;40448.920
02/01/2024   ;11        ;TN0007740012;ATELIER MEUBLE INT;4.400     ;4.400     ;4.400     ;4.400     ;508               ;2              ;2235.200
02/01/2024   ;11        ;TNDKJ8O68X14;ASSU MAGHREBIA VIE;6.040     ;6.040     ;6.040     ;6.050     ;484               ;2              ;2927.200
02/01/2024   ;11        ;TNNGTFLC2986;STA               ;19.500    ;20.500    ;20.000    ;20.670    ;326               ;14             ;6625.240
02/01/2024   ;11        ;TNQPQXRODTH8;SMART TUNISIE     ;16.530    ;16.400    ;16.300    ;16.450    ;1197              ;17             ;19571.000
02/01/2024   ;12        ;TN0001000108;MONOPRIX          ;5.140     ;5.130     ;5.130     ;5.300     ;126               ;3              ;647.400
02/01/2024   ;12        ;TN0001300557;BTE (ADP)         ;4.970     ;4.970     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;12        ;TN0002300358;AIR LIQUIDE TSIE  ;81.120    ;83.980    ;83.980    ;83.980    ;1                 ;1              ;83.980
02/01/2024   ;12        ;TN0002400505;UBCI              ;22.500    ;22.500    ;22.500    ;22.500    ;200               ;1              ;4500.000
02/01/2024   ;12        ;TN0002500650;PLAC. TSIE-SICAF  ;48.950    ;48.950    ;48.950    ;48.950    ;1                 ;1              ;48.950
02/01/2024   ;12        ;TN0003000452;ASTREE            ;48.500    ;48.500    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;12        ;TN0004000055;SIMPAR            ;35.010    ;35.010    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;12        ;TN0004100202;TUNINVEST-SICAR   ;9.000     ;9.000     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;12        ;TN0004200853;CIL               ;19.190    ;18.600    ;18.600    ;18.600    ;900               ;3              ;16740.000
02/01/2024   ;12        ;TN0006060016;STAR              ;176.700   ;168.750   ;168.750   ;168.750   ;10                ;1              ;1687.500
02/01/2024   ;12        ;TN0006440010;MAGASIN GENERAL   ;7.990     ;7.990     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;12        ;TN0006550016;BH ASSURANCE      ;48.750    ;48.750    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;12        ;TN0006720049;BH LEASING        ;3.240     ;3.380     ;3.380     ;3.380     ;155               ;4              ;523.900
02/01/2024   ;12        ;TN0007180011;SITS              ;1.700     ;1.710     ;1.710     ;1.710     ;480               ;1              ;820.800
02/01/2024   ;12        ;TN0007210016;ESSOUKNA          ;1.500     ;1.500     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;12        ;TN0007310139;HANNIBAL LEASE    ;5.270     ;5.270     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;12        ;TN0007580012;BEST LEASE        ;2.000     ;2.000     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;12        ;TN0007590011;CELLCOM           ;1.590     ;1.590     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;12        ;TN0007700016;OFFICEPLAST       ;1.220     ;1.170     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;12        ;TN0007730013;SANIMED           ;1.260     ;1.260     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;12        ;TN0007830011;ASSUR MAGHREBIA   ;52.450    ;50.090    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;13        ;TN0004300307;SITEX             ;4.680     ;4.680     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;13        ;TN0006170013;STE TUN. DU SUCRE ;10.040    ;9.740     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;13        ;TN0007680010;BNA ASSURANCES    ;1.890     ;1.840     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001300607;BTE0930 5.85%AP20 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001300623;BTE0232 6.25%P20  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001300656;BTEB0124 7.55%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001300664;BTE A0125 11% AP5 ;99.720    ;99.720    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001300672;BTEA0125 T+2.75%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001300680;"BTEB0127 11,5%P7-2";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001300698;"BTEB0127T+3,25P7-2";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001600493;TJARISB05247.5P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001900836;BH1224 T+0.8%P15-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001900844;BH1224 5.3%P15-2  ;95.000    ;95.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001901040;BHSB0425 7.85%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001901057;BHSB0425T+2.1%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001901065;BHS C0425 8% INF 7;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001901073;BH SA0324 10% AP5 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001901081;BH SA0324 T+2.1AP5;102.000   ;102.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001901099;BHSB0324 10.2%INF5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001901107;BHSB0324T+2.3%INF5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001901115;BH SC0326 10.3P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0001901123;BH SC0326T+2.6P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002101939;TLSB0324 7.85%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002101962;TLS B0624 7.8%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002101988;TLSB0225 8.20%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002102010;TL B0525 8.2% P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002102069;TLFSA 0124 10.6%P5;99.400    ;99.400    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002102077;TLFSA 0124T+2.7%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002102085;TLFSB 0126 11%P7-2;100.600   ;100.600   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002102093;TLFSB 0126T+3%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002102101;TL A 0624 11.4%AP5;99.530    ;99.530    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002102119;TL A0624 T+2.7%AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002102127;TL B0626 11.7%P7-2;102.630   ;102.630   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002102135;TLS 0525 11.6% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002102143;"TLS S0126 10,25%P5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002102150;TLFA0426 9.70%AP5 ;98.640    ;98.640    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002600997;STB0524 T+1.5%AP16;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002601003;STB0528T+1.75%AP20;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002601011;STB0533 T+2.0%AP25;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002601029;STB0225 6.5%AP16  ;90.000    ;90.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002601045;STB0325 5.30%P15  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002601144;STB SA1124 10.5%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002601151;STB SA1124T+2.3%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002601169;STB SC1126 11%P7-2;100.150   ;100.150   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002601177;STBSC1126T+2.8P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002601185;"STBSD1126 11,5%IF7";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002601193;"STBSE1124 11,5%CU5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002601201;STB SA0425 10.5%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002601219;STB SC0427 11%P7-2;100.150   ;100.150   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0002601227;"STBSE0425 11,3%CU5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003100674;BNA0424 5.4%AP15  ;95.900    ;95.900    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003100716;BNASB0524 7.55P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003100773;BNASB0825 8.5%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003100781;BNASB825T+2.25P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003400330;AB0528 7.0%AP20   ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003400348;ABsb0924 5.45%P15 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003400355;ABsb0924 T+0.85P15;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003400405;AB0825 T+0.85%AP15;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003400553;ABSB0424 7.55AP7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003400561;AB SC0424 7.7%INF7;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003400652;AB SA0226 9% AP5PP;98.500    ;98.500    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003400660;"AB SB0226 9,2% AP5";99.750    ;99.750    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003400678;"ABSC0228 9,4%AP7-2";100.500   ;100.500   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003400686;AB SA0428T+2.7P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003400694;AB SB0431T+2.8AP10;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003600491;ATB0527T+1.75%AP20;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003600509;ATB0532T+2.0%AP25 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003600574;ATB0524 5.7%P15-5 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003600582;ATB0529 5.9%P20-5 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003600640;ATBSA325T+2.05P7-2;96.000    ;96.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003600657;ATBSB0328T+2.1AP10;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003900230;UIB0724 5.5%AP15  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003900248;UIB0729 5.85%AP20 ;80.000    ;80.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003900263;UIB0831 6.3%P20   ;79.200    ;79.200    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003900305;UIB0133 6.70% AP20;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0003900388;UBSB0124 7.5%AP7-2;99.000    ;99.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0004201455;CIL 0124 10.6% AP5;99.920    ;99.920    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0004201463;CIL 0124 T+2.5% P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0004201471;CIL 0625 10.5% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0004620134;BTK0225 T+0.8%P15 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0004620142;BTK0230 5.85%P20  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0004700704;ATLC0324 7.8%AP7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0004700712;ATL S1024 7.9%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0004700746;ATLC0325 7.95%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0004700779;ATL C0725 8.5%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0004700803;ATL A1224 11.6%AP5;99.800    ;99.800    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0004700811;ATL A1025 10.30%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0006610430;JL C0324 7.85%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0006610497;JL C1224 7.9% P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0006610521;TJLSC0625 8.35P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0006610539;TJL A 0624 11% AP5;101.150   ;101.150   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0006610547;TJL B0624T+2.75%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0006610554;TJL S1125 10.25%P5;99.170    ;99.170    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0006720130;MLSB0425 8.25%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007200173;WIBIA0624 10.25%P5;95.000    ;95.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007200181;WIB IB0624 10.5%P5;96.000    ;96.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007200199;WIBIC0626 10.75%P7;98.000    ;98.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007200207;WIB ID 0626 11%P7 ;95.000    ;95.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007310360;HL B0224 7.85%P7-2;99.000    ;99.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007310410;HL B0724 7.85%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007310444;HL B0125 8.25%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007310477;HL SB0525 8.5%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007310485;HL A0224 11.15%AP5;90.000    ;90.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007310493;HL A0224 T+3.5%AP5;102.000   ;102.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007310501;HL B0226 11.5%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007310535;"HLA1125 10,6%AP5PP";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007310543;"HL B1125 10,6% AP5";100.310   ;100.310   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007310550;"HLA0126 10,3%AP5PP";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007310568;"HL B0126 10,3% AP5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007310576;HL A 0226 10% AP5 ;101.840   ;101.840   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007310584;"HLB0228 10,1%AP7-2";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007340128;SER R 1224 11.6%P5;1.090     ;1.090     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007340136;SER R 1224T+4.6%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007780034;ABC B0725 8.4%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007780042;ABC B0725T+2.4P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007780059;"ABCC0725T+2,5 INF7";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007780067;ABC A0625 11%AP5  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0007780075;"ABCB0627 11,5%P7-2";105.000   ;105.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0008000366;BTA 6% avril 2024 ;99.230    ;99.230    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0008000515;E NAT 6.35% 2014 C;65.000    ;65.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0008000549;E NAT HASSN 2014 C;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0008000580;BTA 6.3% Oct 2026 ;97.400    ;97.400    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0008000598;BTA 6% Janv  2024 ;99.870    ;99.870    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0008000606;BTA6.7% Avril 2028;93.100    ;93.100    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0008000622;BTA 6.3% Mars 2026;85.100    ;85.100    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0008000655;"BTA 6,6% Mars 2027";93.950    ;93.950    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0008000663;"BTA 7,5% Juil 2032";97.000    ;97.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0008000697;BTA 7% Juil  2028 ;90.500    ;90.500    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0008000705;"BTA 6,5% Juin 2025";95.000    ;95.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0008000721;"BTA 7,2% Fev 2027 ";92.750    ;92.750    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0008000739;"BTA 7,4% Fev 2030 ";97.000    ;97.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2024   ;21        ;TN0008000747;"BTA 7,2% Mai 2027 ";92.750    ;92.750    ;0.000     ;0.000     ;0                 ;0              ;0.000
